950.pdf,1590,202203_1590_AI1_20241019_100501.pdf,6,1,合併權益變動表
612.pdf,1590,202203_1590_AI1_20241019_100501.pdf,7,2,合併現金流量表
520.pdf,1590,202203_1590_AI1_20241019_100501.pdf,9,5,
953.pdf,1590,202203_1590_AI1_20241019_100501.pdf,9,1,
945.pdf,1590,202203_1590_AI1_20241019_100501.pdf,14,1,
339.pdf,1590,202203_1590_AI1_20241019_100501.pdf,43,1,
910.pdf,1590,202203_1590_AI1_20241019_100501.pdf,44,1,
10.pdf,1590,202203_1590_AI1_20241019_100501.pdf,45,1,
247.pdf,1590,202203_1590_AI1_20241019_100501.pdf,47,2,
248.pdf,1590,202301_1590_AI1_20241019_100453.pdf,3,1,會計師核閱報告
250.pdf,1590,202301_1590_AI1_20241019_100453.pdf,4,1,合併資產負債表
540.pdf,1590,202301_1590_AI1_20241019_100453.pdf,5,2,合併綜合損益表
648.pdf,1590,202301_1590_AI1_20241019_100453.pdf,7,1,合併權益變動表
371.pdf,1590,202301_1590_AI1_20241019_100453.pdf,8,2,合併現金流量表
516.pdf,1590,202301_1590_AI1_20241019_100453.pdf,10,1,
728.pdf,1590,202301_1590_AI1_20241019_100453.pdf,10,4,
501.pdf,1590,202301_1590_AI1_20241019_100453.pdf,13,2,
624.pdf,1590,202301_1590_AI1_20241019_100453.pdf,14,2,
333.pdf,1590,202301_1590_AI1_20241019_100453.pdf,15,26,
933.pdf,1590,202301_1590_AI1_20241019_100453.pdf,41,1,
523.pdf,1590,202301_1590_AI1_20241019_100453.pdf,42,1,
549.pdf,1590,202301_1590_AI1_20241019_100453.pdf,45,2,
309.pdf,1590,202303_1590_AI1_20241019_100446.pdf,3,1,會計師核閱報告
800.pdf,1590,202303_1590_AI1_20241019_100446.pdf,4,1,合併資產負債表
195.pdf,1590,202303_1590_AI1_20241019_100446.pdf,5,1,合併綜合損益表
486.pdf,1590,202303_1590_AI1_20241019_100446.pdf,6,1,合併權益變動表
869.pdf,1590,202303_1590_AI1_20241019_100446.pdf,7,2,合併現金流量表
46.pdf,1590,202303_1590_AI1_20241019_100446.pdf,9,4,
539.pdf,1590,202303_1590_AI1_20241019_100446.pdf,9,1,
623.pdf,1590,202303_1590_AI1_20241019_100446.pdf,12,2,
676.pdf,1590,202303_1590_AI1_20241019_100446.pdf,13,2,
646.pdf,1590,202303_1590_AI1_20241019_100446.pdf,14,27,
433.pdf,1590,202303_1590_AI1_20241019_100446.pdf,40,2,
43.pdf,1590,202303_1590_AI1_20241019_100446.pdf,41,1,
1029.pdf,1590,202303_1590_AI1_20241019_100446.pdf,44,2,
382.pdf,2002,202201_2002_AI1_20241018_143054.pdf,3,1,會計師核閱報告
366.pdf,2002,202201_2002_AI1_20241018_143054.pdf,4,1,合併資產負債表
21.pdf,2002,202201_2002_AI1_20241018_143054.pdf,5,3,合併綜合損益表
212.pdf,2002,202201_2002_AI1_20241018_143054.pdf,8,1,合併權益變動表
491.pdf,2002,202201_2002_AI1_20241018_143054.pdf,9,4,合併現金流量表
110.pdf,2002,202201_2002_AI1_20241018_143054.pdf,13,1,
115.pdf,2002,202201_2002_AI1_20241018_143054.pdf,13,2,
202.pdf,2002,202201_2002_AI1_20241018_143054.pdf,13,1,
7.pdf,2002,202201_2002_AI1_20241018_143054.pdf,13,2,
644.pdf,2002,202201_2002_AI1_20241018_143054.pdf,14,8,
873.pdf,2002,202201_2002_AI1_20241018_143054.pdf,21,1,
260.pdf,2002,202201_2002_AI1_20241018_143054.pdf,22,47,
321.pdf,2002,202201_2002_AI1_20241018_143054.pdf,68,5,
660.pdf,2002,202201_2002_AI1_20241018_143054.pdf,73,1,
920.pdf,2002,202201_2002_AI1_20241018_143054.pdf,77,2,
895.pdf,2002,202203_2002_AI1_20241018_143052.pdf,3,1,會計師核閱報告
283.pdf,2002,202203_2002_AI1_20241018_143052.pdf,4,1,合併資產負債表
693.pdf,2002,202203_2002_AI1_20241018_143052.pdf,5,2,合併綜合損益表
372.pdf,2002,202203_2002_AI1_20241018_143052.pdf,7,1,合併權益變動表
631.pdf,2002,202203_2002_AI1_20241018_143052.pdf,8,4,合併現金流量表
528.pdf,2002,202203_2002_AI1_20241018_143052.pdf,13,8,
320.pdf,2002,202203_2002_AI1_20241018_143052.pdf,20,1,
929.pdf,2002,202203_2002_AI1_20241018_143052.pdf,20,48,
673.pdf,2002,202203_2002_AI1_20241018_143052.pdf,67,5,
907.pdf,2002,202203_2002_AI1_20241018_143052.pdf,72,1,
538.pdf,2002,202203_2002_AI1_20241018_143052.pdf,76,2,
1020.pdf,2002,202203_2002_AI1_20241018_143053.pdf,12,1,
483.pdf,2002,202203_2002_AI1_20241018_143053.pdf,12,2,
475.pdf,2002,202301_2002_AI1_20241018_143050.pdf,3,1,會計師核閱報告
95.pdf,2002,202301_2002_AI1_20241018_143050.pdf,4,1,合併資產負債表
494.pdf,2002,202301_2002_AI1_20241018_143050.pdf,5,3,合併綜合損益表
772.pdf,2002,202301_2002_AI1_20241018_143050.pdf,8,1,合併權益變動表
413.pdf,2002,202301_2002_AI1_20241018_143050.pdf,9,4,合併現金流量表
985.pdf,2002,202301_2002_AI1_20241018_143050.pdf,14,7,
607.pdf,2002,202301_2002_AI1_20241018_143050.pdf,20,1,
266.pdf,2002,202301_2002_AI1_20241018_143050.pdf,21,48,
511.pdf,2002,202301_2002_AI1_20241018_143050.pdf,68,5,
152.pdf,2002,202301_2002_AI1_20241018_143050.pdf,72,2,
51.pdf,2002,202301_2002_AI1_20241018_143050.pdf,77,2,
531.pdf,2002,202303_2002_AI1_20241018_143048.pdf,3,1,會計師核閱報告
903.pdf,2002,202303_2002_AI1_20241018_143048.pdf,4,1,合併資產負債表
844.pdf,2002,202303_2002_AI1_20241018_143048.pdf,5,2,合併綜合損益表
38.pdf,2002,202303_2002_AI1_20241018_143048.pdf,7,1,合併權益變動表
199.pdf,2002,202303_2002_AI1_20241018_143048.pdf,8,4,合併現金流量表
198.pdf,2002,202303_2002_AI1_20241018_143048.pdf,12,3,
716.pdf,2002,202303_2002_AI1_20241018_143048.pdf,12,1,
840.pdf,2002,202303_2002_AI1_20241018_143048.pdf,14,7,
526.pdf,2002,202303_2002_AI1_20241018_143048.pdf,21,48,
657.pdf,2002,202303_2002_AI1_20241018_143048.pdf,68,5,
577.pdf,2002,202303_2002_AI1_20241018_143048.pdf,72,2,
299.pdf,2002,202303_2002_AI1_20241018_143048.pdf,77,2,
745.pdf,2207,202201_2207_AI1_20241018_143223.pdf,4,2,會計師核閱報告
302.pdf,2207,202201_2207_AI1_20241018_143223.pdf,6,2,合併資產負債表
249.pdf,2207,202201_2207_AI1_20241018_143223.pdf,8,2,合併綜合損益表
585.pdf,2207,202201_2207_AI1_20241018_143223.pdf,10,1,合併權益變動表
457.pdf,2207,202201_2207_AI1_20241018_143223.pdf,11,2,合併現金流量表
1000.pdf,2207,202201_2207_AI1_20241018_143223.pdf,13,1,
334.pdf,2207,202201_2207_AI1_20241018_143223.pdf,13,3,
723.pdf,2207,202201_2207_AI1_20241018_143223.pdf,15,24,
833.pdf,2207,202201_2207_AI1_20241018_143223.pdf,38,2,
48.pdf,2207,202201_2207_AI1_20241018_143223.pdf,40,34,
755.pdf,2207,202201_2207_AI1_20241018_143223.pdf,74,7,
468.pdf,2207,202201_2207_AI1_20241018_143223.pdf,80,2,
220.pdf,2207,202201_2207_AI1_20241018_143223.pdf,82,1,
628.pdf,2207,202201_2207_AI1_20241018_143223.pdf,82,2,
530.pdf,2207,202201_2207_AI1_20241018_143223.pdf,116,1,
947.pdf,2207,202203_2207_AI1_20241018_143220.pdf,4,2,會計師核閱報告
440.pdf,2207,202203_2207_AI1_20241018_143220.pdf,6,2,合併資產負債表
569.pdf,2207,202203_2207_AI1_20241018_143220.pdf,8,2,合併綜合損益表
153.pdf,2207,202203_2207_AI1_20241018_143220.pdf,10,1,合併權益變動表
766.pdf,2207,202203_2207_AI1_20241018_143220.pdf,11,2,合併現金流量表
550.pdf,2207,202203_2207_AI1_20241018_143220.pdf,13,1,
943.pdf,2207,202203_2207_AI1_20241018_143220.pdf,13,3,
106.pdf,2207,202203_2207_AI1_20241018_143220.pdf,15,26,
65.pdf,2207,202203_2207_AI1_20241018_143220.pdf,41,2,
8.pdf,2207,202203_2207_AI1_20241018_143220.pdf,42,39,
300.pdf,2207,202203_2207_AI1_20241018_143220.pdf,81,10,
633.pdf,2207,202203_2207_AI1_20241018_143220.pdf,90,2,
714.pdf,2207,202203_2207_AI1_20241018_143220.pdf,91,2,
355.pdf,2207,202203_2207_AI1_20241018_143220.pdf,92,1,
712.pdf,2207,202204_2207_AI1_20241018_143219.pdf,83,7,
564.pdf,2207,202301_2207_AI1_20241018_143217.pdf,4,2,會計師核閱報告
208.pdf,2207,202301_2207_AI1_20241018_143217.pdf,6,2,合併資產負債表
710.pdf,2207,202301_2207_AI1_20241018_143217.pdf,8,2,合併綜合損益表
761.pdf,2207,202301_2207_AI1_20241018_143217.pdf,10,1,合併權益變動表
308.pdf,2207,202301_2207_AI1_20241018_143217.pdf,11,2,合併現金流量表
161.pdf,2207,202301_2207_AI1_20241018_143217.pdf,13,3,
619.pdf,2207,202301_2207_AI1_20241018_143217.pdf,13,1,
117.pdf,2207,202301_2207_AI1_20241018_143217.pdf,15,27,
691.pdf,2207,202301_2207_AI1_20241018_143217.pdf,41,2,
711.pdf,2207,202301_2207_AI1_20241018_143217.pdf,43,34,
429.pdf,2207,202301_2207_AI1_20241018_143217.pdf,84,1,
146.pdf,2207,202301_2207_AI1_20241018_143217.pdf,85,1,
702.pdf,2207,202301_2207_AI1_20241018_143217.pdf,85,2,
594.pdf,2207,202301_2207_AI1_20241018_143217.pdf,120,2,
509.pdf,2207,202303_2207_AI1_20241018_143216.pdf,4,2,會計師核閱報告
193.pdf,2207,202303_2207_AI1_20241018_143216.pdf,6,2,合併資產負債表
802.pdf,2207,202303_2207_AI1_20241018_143216.pdf,8,2,合併綜合損益表
261.pdf,2207,202303_2207_AI1_20241018_143216.pdf,10,1,合併權益變動表
408.pdf,2207,202303_2207_AI1_20241018_143216.pdf,11,2,合併現金流量表
972.pdf,2207,202303_2207_AI1_20241018_143216.pdf,13,3,
992.pdf,2207,202303_2207_AI1_20241018_143216.pdf,13,1,
720.pdf,2207,202303_2207_AI1_20241018_143216.pdf,15,27,
923.pdf,2207,202303_2207_AI1_20241018_143216.pdf,42,2,
383.pdf,2207,202303_2207_AI1_20241018_143216.pdf,43,40,
27.pdf,2207,202303_2207_AI1_20241018_143216.pdf,83,10,
322.pdf,2207,202303_2207_AI1_20241018_143216.pdf,93,1,
989.pdf,2207,202303_2207_AI1_20241018_143216.pdf,94,1,
243.pdf,2207,202303_2207_AI1_20241018_143216.pdf,95,1,
932.pdf,2301,202201_2301_AI1_20241019_095823.pdf,3,2,會計師核閱報告
561.pdf,2301,202201_2301_AI1_20241019_095823.pdf,5,1,合併資產負債表
207.pdf,2301,202201_2301_AI1_20241019_095823.pdf,6,3,合併綜合損益表
652.pdf,2301,202201_2301_AI1_20241019_095823.pdf,9,1,合併權益變動表
629.pdf,2301,202201_2301_AI1_20241019_095823.pdf,10,3,合併現金流量表
204.pdf,2301,202201_2301_AI1_20241019_095823.pdf,13,1,
497.pdf,2301,202201_2301_AI1_20241019_095823.pdf,14,1,
636.pdf,2301,202201_2301_AI1_20241019_095823.pdf,15,2,
1010.pdf,2301,202201_2301_AI1_20241019_095823.pdf,16,1,
925.pdf,2301,202201_2301_AI1_20241019_095823.pdf,16,38,
169.pdf,2301,202201_2301_AI1_20241019_095823.pdf,53,4,
442.pdf,2301,202201_2301_AI1_20241019_095823.pdf,57,1,
92.pdf,2301,202201_2301_AI1_20241019_095823.pdf,61,2,
87.pdf,2301,202203_2301_AI1_20241019_095813.pdf,3,2,會計師核閱報告
1031.pdf,2301,202203_2301_AI1_20241019_095813.pdf,5,1,合併資產負債表
968.pdf,2301,202203_2301_AI1_20241019_095813.pdf,6,2,合併綜合損益表
979.pdf,2301,202203_2301_AI1_20241019_095813.pdf,8,1,合併權益變動表
824.pdf,2301,202203_2301_AI1_20241019_095813.pdf,9,3,合併現金流量表
1006.pdf,2301,202203_2301_AI1_20241019_095813.pdf,12,1,
158.pdf,2301,202203_2301_AI1_20241019_095813.pdf,13,2,
191.pdf,2301,202203_2301_AI1_20241019_095813.pdf,14,3,
787.pdf,2301,202203_2301_AI1_20241019_095813.pdf,16,41,
966.pdf,2301,202203_2301_AI1_20241019_095813.pdf,16,1,
307.pdf,2301,202203_2301_AI1_20241019_095813.pdf,56,3,
940.pdf,2301,202203_2301_AI1_20241019_095813.pdf,58,1,
905.pdf,2301,202203_2301_AI1_20241019_095813.pdf,59,1,
332.pdf,2301,202203_2301_AI1_20241019_095813.pdf,63,2,
918.pdf,2301,202301_2301_AI1_20241019_095803.pdf,3,2,會計師核閱報告
293.pdf,2301,202301_2301_AI1_20241019_095803.pdf,5,1,合併資產負債表
1028.pdf,2301,202301_2301_AI1_20241019_095803.pdf,6,3,合併綜合損益表
216.pdf,2301,202301_2301_AI1_20241019_095803.pdf,9,1,合併權益變動表
177.pdf,2301,202301_2301_AI1_20241019_095803.pdf,10,3,合併現金流量表
1018.pdf,2301,202301_2301_AI1_20241019_095803.pdf,13,1,
995.pdf,2301,202301_2301_AI1_20241019_095803.pdf,14,3,
223.pdf,2301,202301_2301_AI1_20241019_095803.pdf,14,1,
301.pdf,2301,202301_2301_AI1_20241019_095803.pdf,16,38,
395.pdf,2301,202301_2301_AI1_20241019_095803.pdf,16,1,
